level,reading,writing,page,column,entry_no,needs_review
N3,つぶす,潰す,285,right,32,
N3,どうじ,同時,285,right,03,
N3,とき,時,285,right,34,
N3,とたん,途端,286,left,35,
N3,ながい,永い,286,left,37,
N3,ながびく,長引く,286,left,38,
N3,はつ,発,286,left,09,
N3,ふきそく,不規則,286,right,,
N3,ぶさた,無沙汰,286,right,,
N3,ふだん,普段,286,right,03,
N3,まっさき,上真っ先,286,right,05,
N3,まもなく,間も無く,286,right,05,
N3,やがて,やがて,287,left,47,
N3,おひる,お昼,287,left,01,
N3,がんじつ,元日,287,left,03,
N3,がんたん,元旦,287,left,04,
N3,さきおととい,一昨昨日,287,left,05,
N3,しき,四季,287,right,07,
N3,しゅう,週,287,right,08,
N3,じゅう,中,287,right,09,
N3,しょじゅん,初旬,287,right,10,
N3,しんねん,新年,287,right,01,
N3,せいれき,西暦,288,left,12,
N3,せんせんげつ,先々月,288,left,13,
N3,せんせんしゅう,先々週,288,left,14,
N3,つきひ,月日,288,left,45,
N3,とうじつ,当日,288,left,16,
N3,としつき,年月,288,left,,
N3,にちじ,日時,288,right,08,
N3,にちや,日夜,288,right,00,
N3,にっちゅう,日中,288,right,01,
N3,にってい,日程,288,right,02,
N3,ねんかん,年間,288,right,03,
N3,ねんげつ,年月,289,left,24,
N3,ねんじゅう,年中,289,left,25,
N3,ねんど,年度,289,left,27,
N3,はやおき,早起き,289,left,28,
N3,はんつき,半月,289,left,29,
N3,はんにち,半日,289,left,30,
N3,ひがえり,日帰り,289,right,31,
N3,ひづけ,日付,289,right,32,
N3,ひるすぎ,昼過ぎ,289,right,34,
N3,ひるまえ,昼前,289,right,35,
N3,へいせい,平成,289,right,36,
N3,まふゆ,真冬,290,left,37,
N3,よなか,夜中,290,left,40,
N3,いこう,以降,290,left,01,
N3,いずれ,何れ,290,left,02,
N3,いつか,何時か,290,right,,
N3,いつまでも,何時までも,290,right,,
N3,いらい,以来,290,right,05,
N3,かこ,過去,290,right,05,
N3,きんだい,近代,290,right,07,
N3,げん,現,290,right,05,
N3,げんざい,現在,291,left,09,
N3,げんし,原始,291,left,10,
N3,げんじつ,現実,291,left,11,
N3,こん,今,291,left,12,
N3,こんにち,今日,291,left,13,
N3,さからう,逆らう,291,left,14,
N3,さきほど,先程,291,right,15,
N3,しょうらい,将来,291,right,16,
N3,すえ,末,291,right,07,
N3,せんご,戦後,291,right,08,
N3,ちゅうせい,中世,291,right,19,
N3,とうじ,当時,291,right,20,
N3,のちほど,後程,292,left,21,
N3,らい,来,292,left,23,
N3,いちじ,一時,292,left,01,
N3,えんちょう,延長,292,left,02,
N3,かぎり,限り,292,left,03,
N3,かぎる,限る,292,right,04,
N3,きげん,期限,292,right,,
N3,たんき,短期,292,right,,
N3,ちょうき,長期,292,right,,
N3,ていきてき,定期的,292,right,,
N3,いど,井戸,293,left,02,
N3,がいしゅつ,外出,293,left,03,
N3,かえす,帰す,293,left,04,
N3,かおく,家屋,293,left,05,
N3,くらし,暮らし,293,right,oe,
N3,じたく,自宅,293,right,07,
N3,じゅうきょ,住居,293,right,08,
N3,しゅうぜん,修繕,293,right,09,
N3,じゅうたく,住宅,293,right,10,
N3,じゅうたくち,住宅地,293,right,11,
N3,スタート,start,294,left,42,
N3,たく,宅,294,left,13,
N3,でかける,出かける,294,left,15,
N3,とりこわす,取り壊す,294,left,16,
N3,のき,軒,294,left,07,
N3,之3,別往,294,left,19,reading_has_non_kana
N3,ほうもん,訪問,294,right,,
N3,あまど,雨戸,294,right,,
N3,いしがき,石垣,294,right,02,
N3,かきね,垣根,294,right,03,
N3,かわら,瓦,294,right,04,
N3,すきま,隙間,295,left,05,
N3,すずむ,涼む,295,left,oe,
N3,へい,堀,295,left,07,
N3,ものおき,物置,295,left,08,
N3,れんが,煉瓦,295,left,09,
N3,あわ,泡,295,left,01,
N3,いた,板,295,right,02,
N3,かいてき,似適,295,right,08,
N3,かんき,換気,295,right,04,
N3,きゃくま,客間,295,right,08,
N3,きれい,綺麗・奇麗,295,right,06,
N3,ざしき,座敷,295,right,07,
N3,しく,敷く,295,right,08,
N3,しょうじ,障子,296,left,o,
N3,しょくたく,食卓,296,left,10,
N3,しょさい,書斎,296,left,11,
N3,せんめん,洗面,296,left,12,
N3,ちらかす,散らかす,296,left,13,
N3,ちらかる,散らかる,296,left,14,
N3,てあらい,手洗い,296,right,05,
N3,とこのま,床の間,296,right,05,
N3,ひっこむ,引っ込む,296,right,07,
N3,ふう,風,296,right,03,
N3,たもと,袂,296,right,,
N3,べんじょ,便所,297,left,21,
N3,またぐ,跨ぐ,297,left,22,
N3,めいめい,銘々,297,left,23,
N3,ものおと,物音,297,left,24,
N3,やぶく,破く,297,left,25,
N3,うすぐらい,薄暗い,297,left,01,
N3,かしま,貸問,297,right,02,
N3,かしや,貸家,297,right,03,
N3,かす,貸す,297,right,04,
N3,げしゅく,下宿,297,right,05,
N3,すまい,住まい,297,right,06,
N3,だんち,団地,297,right,07,
N3,おうせい,旺盛,298,left,02,
N3,おかわり,お代わり,298,left,09,
N3,きぐ,器具,298,left,09,
N3,カロリー,calorie,298,left,65,
N3,くう,食う,298,right,06,
N3,こうきゅう,高級,298,right,07,
N3,こえる,肥える,298,right,08,
N3,こんだて,献立,298,right,09,
N3,さしみ,刺身,298,right,00,
N3,さっぱり,さっぱり,299,left,11,
N3,しおからい,塩辛い,299,left,12,
N3,しつこい,しつこい,299,left,13,
N3,じょう,上,299,left,15,
N3,じょうひん,上品,299,left,16,
N3,しょくせいかつ,食生活,299,right,17,
N3,しょくよく,食欲,299,right,08,
N3,そのまま,そのまま,299,right,09,
N3,そまつ,粗末,299,right,20,
N3,ちゅうしょく,昼食,299,right,01,
N3,ちょうしょく,朝食,299,right,22,
N3,ついか,追加,300,left,03,
N3,つぐ,注ぐ,300,left,24,
N3,のこらず,残らず,300,left,25,
N3,のみかい,飲み会,300,left,26,
N3,バイキング,Viking,300,left,27,
N3,まかなう,賭う,300,left,28,
N3,よう,酔う,300,right,,
N3,よくばる,欲張る,300,right,01,
N3,あめ,錠,300,right,01,
N3,ウィスキー,whisky,300,right,02,
N3,おかず,お数・お葉,300,right,03,
N3,おやつ,おやつ,301,left,04,
N3,かし,菓子,301,left,oe,
N3,かたよる,偏る・片寄る,301,left,07,
N3,クリーム,cream,301,left,08,
N3,じさん,持参,301,left,09,
N3,しょくえん,食塩,301,right,10,
N3,しょくもつ,食物,301,right,02,
N3,しる,汁,301,right,03,
N3,ちゃ,茶,301,right,,
N3,チップ,chip,301,right,05,
N3,とうふ,豆腐,302,left,06,
N3,めし,飯,302,left,,
N3,もち,餅,302,left,01,
N3,もる,盛る,302,left,20,
N3,れいとうしょくひん,冷凍食品,302,left,02,
N3,放說釣,鱗名.焙台,302,right,01,reading_has_non_kana;writing_has_unexpected_chars
N3,いる,煎る・炒る,302,right,02,
N3,うすめる,薄める,302,right,03,
N3,かねつ,加熱,302,right,04,
N3,こがす,焦がす,302,right,05,
N3,すいじ,炊事,303,left,07,
N3,そそぐ,注ぐ,303,left,08,
N3,ちょうみりょう,調味料,303,left,09,
N3,できあがり,出来上がり,303,left,10,
N3,できあがる,出来上がる,303,left,11,
N3,ねっする,熱する,303,left,12,
N3,ひをとおす,火を通す,303,right,13,
N3,ゆげ,湯気,303,right,04,
N3,れいとう,冷凍,303,right,05,
N3,あな,穴,303,right,01,
N3,かんづめ,缶詰,303,right,02,
N3,記已,是,303,right,03,reading_has_non_kana
N3,しょっき,食器,304,left,05,
N3,ずみ,済み,304,left,06,
N3,せともの,瀬戸物,304,left,07,
N3,ひび,鯉・交,304,left,,
N3,やかん,薬缶,304,right,01,
N3,いりょうひん,衣料品,305,left,02,
N3,うつす,映す,305,left,03,
N3,おでかけ,お出掛け,305,left,94,
N3,かおり,香り,305,left,05,
N3,きじ,生地,305,right,oe,
N3,きれ,切れ,305,right,07,
N3,けがわ,毛皮,305,right,08,
N3,しみ,染み,305,right,09,
N3,つるす,吊るす,305,right,10,
N3,ドレス,dress,305,right,11,
N3,ねまき,寝間着,306,left,12,
N3,はだぎ,肌着,306,left,03,
N3,はなやか,華やか,306,left,14,
N3,ふくそう,服装,306,left,15,
N3,ふくらむ,膨らむ,306,left,06,
N3,みずぎ,水着,306,left,07,
N3,モダン,modern,306,right,08,
N3,ゆかた,浴衣,306,right,09,
N3,ゆったり,ゆったり,306,right,00,
N3,わふく,和服,306,right,01,
N3,ワンピース,one-piece,306,right,02,
N3,うらがえす,裏返す,306,right,01,
N3,うわ,上,307,left,02,
N3,エプロン,apron,307,left,03,
N3,おび,帯,307,left,04,
N3,かぶせる,被せる,307,left,05,
N3,きがえ,着替え,307,left,oe,
N3,げた,下駄,307,left,07,
N3,じかに,直に,307,right,08,
N3,たび,足袋,307,right,oy,
N3,たれさがる,垂れ下がる,307,right,10,
N3,つける,着ける,307,right,,
N3,ながそで,長袖,307,right,12,
N3,バンド,band,307,right,13,
N3,ブローチ,brooch,307,right,14,
N3,ほころびる,綻びる,308,left,15,
N3,ほどく,解く,308,left,06,
N3,けいと,毛系,308,left,00,
N3,てぬぐい,手ぬぐい,308,left,02,
N3,ぬの,布,308,left,00,
N3,ひも,細,308,left,,
N3,ようもう,羊毛,308,right,05,
N3,わた,綿,308,right,06,
N3,あびる,浴びる,309,left,01,
N3,かつぐ,担ぐ,309,left,03,
N3,きんにく,筋肉,309,left,04,
N3,こし,腰,309,left,05,
N3,こしかける,腰掛ける,309,right,oe,
N3,ころぶ,転ぶ,309,right,07,
N3,しせい,姿勢,309,right,08,
N3,しゃがむ,しゃがむ,309,right,09,
N3,しんしん,心身,309,right,00,
N3,ぜんしん,全身,310,left,12,
N3,ていれ,手入れ,310,left,14,
N3,どうさ,動作,310,left,15,
N3,とびはねる,飛び跳ねる,310,left,,
N3,にぶい,鈍い,310,left,07,
N3,はだか,裸,310,right,,
N3,みあげる,見上げる,310,right,00,
N3,もたれる,もたれる,310,right,01,
N3,もむ,揉む,310,right,02,
N3,わき,脇,311,left,23,
N3,あむ,編む,311,left,01,
N3,いき,息,311,left,02,
N3,うがい,うがい,311,left,03,
N3,うなずく,賃く,311,left,04,
N3,えがお,笑顔,311,left,05,
N3,おおう,覆う,311,right,06,
N3,おもなが,面長,311,right,07,
N3,くち,ロ,311,right,om,
N3,くわえる,衡える,311,right,10,
N3,けむい,煙い,311,right,11,
N3,こきゅう,呼吸,312,left,,
N3,宅訊立<,吧<,312,left,14,reading_has_non_kana;writing_has_unexpected_chars;reading_has_ocr_artifact;writing_has_ocr_artifact
N3,しらが,白髪,312,left,06,
N3,すきとおる,透き通る,312,left,07,
N3,するどい,鋭い,312,right,,
N3,そる,剃る,312,right,,
N3,ためいき,ため息,312,right,,
N3,たらす,垂らす,312,right,,
N3,ちぢれる,縮れる,312,right,,
N3,つき,付き,312,right,,
N3,つっこむ,突っ込む,313,left,24,
N3,つや,湯,313,left,25,
N3,のぞく,覗く,313,left,26,
N3,はさまる,挟まる,313,left,27,
N3,ばっちり,ばっちり,313,left,28,
N3,ひとみ,瞳,313,left,29,
N3,ほほえむ,微笑む,313,right,31,
N3,ぼんやり,ぼんやり,313,right,32,
N3,みおろす,見下ろす,313,right,34,
N3,みつめる,見詰める,313,right,35,
N3,めだつ,目立つ,314,left,36,
N3,あおぐ,扇ぐ,314,left,01,
N3,あしあと,足跡,314,left,02,
N3,あしもと,足元,314,left,03,
N3,あしをはこぶ,足を運ぶ,314,left,04,
N3,きよう,器用,314,left,05,
N3,くむ,波む,314,right,05,
N3,こぐで,汗ぐ,314,right,08,
N3,こする,擦る,314,right,09,
N3,しびれる,痺れる,314,right,,
N3,しぼる,絞る,314,right,01,
N3,しまう,仕舞う,315,left,12,
N3,すっと,すっと,315,left,13,
N3,たちどまる,立ち止まる,315,left,14,
N3,ちぎる,ちぎる,315,left,15,
N3,のろのろ,のろのろ,315,left,17,
N3,はがす,剥がす,315,right,08,
N3,ふさがる,塞がる,315,right,20,
N3,ふし,節,315,right,21,
N3,ぶつ,打つ,315,right,22,
N3,ぶらさげる,ぶら下げる,315,right,23,
N3,ふれる,触れる,316,left,25,
N3,もちあげる,持ち上げる,316,right,07,
N3,ゆっくり,ゆっくり,316,right,03,
N3,いでん,遺伝,317,left,01,
N3,いでんし,遺伝子,317,left,02,
N3,うまれ,生まれ,317,left,03,
N3,さん,産,317,left,04,
N3,じんめい,人命,317,left,05,
N3,せい,生,317,right,06,
N3,せいめい,生命,317,right,07,
N3,いたい,遺体,317,right,01,
N3,かかわる,係わる,317,right,02,
N3,じさつ,自殺,318,left,04,
N3,ししゃ,死者,318,left,05,
N3,したい,死体,318,left,00,
N3,じゅみょう,寿命,318,left,07,
N3,しわ,しわ,318,left,08,
N3,せいぞん,生存,318,right,,
N3,たつ,絶つ,318,right,,
N3,ちぢめる,縮める,318,right,01,
N3,つる,吊る,318,right,02,
N3,ふける,老ける,318,right,03,
N3,いくじ,育児,318,right,01,
N3,いけない,いけない,319,left,02,
N3,いじ,維持,319,left,03,
N3,こんなに,こんなに,319,left,04,
N3,さほう,作法,319,left,05,
N3,しょうがい,障害,319,left,06,
N3,せいちょう,生長,319,left,07,
N3,そくてい,測定,319,right,og,
N3,ちぢむ,縮む,319,right,oo,
N3,のびのび(と),伸び伸び(と),319,right,10,
N3,はついく,発育,319,right,11,
N3,ひるね,昼寝,319,right,12,
N3,わかわかしい,若々しい,319,right,03,
N3,あくび,欠伸,320,left,00,
N3,あれる,荒れる,320,left,03,
N3,いしき,意識,320,left,,
N3,いじょう,異常,320,left,05,
N3,いねむり,居眠り,320,left,,
N3,うしなうぅ,失う,320,right,07,
N3,きる,切る,320,right,08,
N3,くずす,崩す,320,right,,
N3,しょうもう,消耗,320,right,00,
N3,しんたい,身体,320,right,01,
N3,すっきり,すっきり,320,right,02,
N3,たいおん,体温,321,left,13,
N3,とれる,取れる,321,left,14,
N3,はかる,計る,321,left,15,
N3,まわす,回す,321,left,17,
N3,めまい,目眩,321,left,18,
N3,よみがえる,蘇る,321,right,19,
N3,いたみ,痛み,321,right,ot,
N3,いたむ,痛む,321,right,02,
N3,うなる,唸る,321,right,03,
N3,きず,傷,321,right,04,
N3,こる,凝る,322,left,05,
N3,ずつう,頭痛,322,left,00,
N3,ていど,程度,322,left,07,
N3,むしば,虫歯,322,left,08,
N3,やけど,火傷,322,left,99,
N3,よる,因る,322,left,,
N3,がい,害,322,right,02,
N3,かぜぐすり,風邪薬,322,right,05,
N3,がち,勝ち,322,right,,
N3,かんびょう,看病,322,right,,
N3,きみ・ぎみ,気味,322,right,,
N3,くるしめる,苦しめる,323,left,07,
N3,こうかてき,効果的,323,left,08,
N3,こうりょく,効力,323,left,09,
N3,こくふく,克服,323,left,10,
N3,こっせつ,骨折,323,left,11,
N3,さしつかえ,差し支え,323,left,12,
N3,じゅうしょう,重傷,323,right,13,
N3,じゅうたい,重体,323,right,14,
N3,じゅんちょう,順調,323,right,15,
N3,しょうどく,消毒,323,right,16,
N3,せいかつしゅうかんびょう,せいかつしゅうかんびょう,323,right,17,
N3,たたかう,戦う・闘う,323,right,48,
N3,ていか,低下,324,left,01,
N3,てきせつ,適切,324,left,20,
N3,でんせん,伝染,324,left,21,
N3,びょう,病,324,left,02,
N3,やむ,病む,324,left,23,
N3,ゆけつ,輸血,324,left,24,
N3,あせ,汗,324,right,01,
N3,あふれる,溢れる,324,right,02,
N3,きゅうそく,休息,324,right,03,
N3,きゅうよう,休養,324,right,04,
N3,XU人做,啼,324,right,05,reading_has_non_kana;reading_has_ocr_artifact
N3,じゅんかん,循環,325,left,07,
N3,しょうか,消化,325,left,08,
N3,しょうべん,小便,325,left,09,
N3,しんけい,神経,325,right,10,
N3,すいみん,睡眠,325,right,11,
N3,はく,吐く,325,right,12,
N3,えんじ,園児,326,left,02,
N3,おんなのひと,女の人,326,left,03,
N3,かくう,架空,326,left,,
N3,かくじ,各自,326,left,05,
N3,かげ,影,326,right,05,
N3,かねそなえる,兼ね備える,326,right,,
N3,けはい,気配,326,right,,
N3,さいのう,才能,326,right,,
N3,じしん,自身,326,right,,
N3,じつに,実に,327,left,11,
N3,じんぶつ,人物,327,left,13,
N3,たま,玉,327,left,14,
N3,たん,短,327,left,15,
N3,にんげん,人間,327,right,07,
N3,ひとめ,人目,327,right,09,
N3,ひとりひとり,ー人一人,327,right,20,
N3,みぶん,身分,327,right,21,
N3,よびかける,呼び掛ける,328,left,23,
N3,ウーマン,woman,328,left,00,
N3,おとこのひと,男の人,328,left,02,
N3,じどう,児童,328,left,03,
N3,せいしょうねん,青少年,328,left,05,
N3,せいべつ,性別,328,right,06,
N3,たいしょう,対象,328,right,07,
N3,だんし,男子,328,right,08,
N3,としした,年下,328,right,05,
N3,びようどう,平等,328,right,00,
N3,ぼうや,坊や,328,right,04,
N3,ぼっちゃん,坊ちゃん,329,left,12,
N3,めした,目下,329,left,13,
N3,おう,王,329,left,01,
N3,おうさま,王様,329,left,02,
N3,おうじ,王子,329,left,03,
N3,おうじょ,王女,329,left,04,
N3,おおや,大家,329,right,05,
N3,おてつだいさん,お手伝いさん,329,right,oe,
N3,おまえ,お前,329,right,07,
N3,ガールフレンド,girlfriend,329,right,09,
N3,がくしゃ,学者,329,right,00,
N3,かたがた,方々,330,left,01,
N3,かんじゃ,患者,330,left,12,
N3,ぎいん,議員,330,left,13,
N3,ぎし,技師,330,left,14,
N3,ぎちょう,議長,330,left,15,
N3,キャプテン,captain,330,left,16,
N3,ギャング,gang,330,left,07,
N3,きょうじゅ,教授,330,right,08,
N3,コーチ,coach,330,right,09,
N3,こうし,講師,330,right,00,
N3,こくおう,国王,330,right,01,
N3,コック,cook,330,right,02,
N3,さくしゃ,作者,330,right,03,
N3,しかい,司会,331,left,25,
N3,ジャーナリスト,journalis,331,left,26,
N3,しゅしょう,首相,331,left,27,
N3,しゅふ,主婦,331,left,28,
N3,じゅんきょうじゅ,准教授,331,left,29,
N3,じょうきゃく,乗客,331,left,30,
N3,しょうにん,商人,331,right,31,
N3,じょおう,女王,331,right,32,
N3,じょきょう,助教,331,right,33,
N3,じょしゅ,助手,331,right,34,
N3,しろうと,素人,331,right,35,
N3,しんゆう,親友,332,left,36,
N3,たいし,大使,332,left,37,
N3,ちょしゃ,著者,332,left,04,
N3,でし,弟子,332,left,41,
N3,てんのう,天皇,332,left,,
N3,はかせ,博士,332,right,,
N3,はんじ,判事,332,right,,
N3,ひっしゃ,律者,332,right,,
N3,ぶし,武士,332,right,,
N3,ふじん,婦人,332,right,,
N3,ふりょう,不良,332,right,,
N3,ボーイフレンド,boyfriend,333,left,49,
N3,ぼうさん,坊さん,333,left,50,
N3,まいご,迷子,333,left,51,
N3,ママ,mama,333,left,52,
N3,めいじん,名人,333,left,53,
N3,もの,者,333,left,54,
N3,やくしゃ,役者,333,left,55,
N3,こくみん,国民,333,right,o,
N3,じゅうみん,住民,333,right,oz,
N3,じんるい,人類,333,right,03,
N3,のうみん,農民,333,right,04,
N3,われわれ,我々,333,right,05,
N3,げひん,下品,334,left,01,
N3,さま,様,334,left,02,
N3,スタイル,style,334,left,03,
N3,すてき,素敵,334,left,04,
N3,スマート,smart,334,left,05,
N3,ちゅうにくちゅうぜい,中肉中背,334,right,07,
N3,ハンサム,handsome,334,right,08,
N3,びよう,美容,334,right,,
N3,ひん,品,334,right,00,
N3,へいぼん,平凡,334,right,01,
N3,ほっそり,ほっそり,334,right,02,
N3,ぽっちゃり,ぽっちゃり,335,left,13,
N3,みかけ,見掛け,335,left,14,
N3,みっともない,見っとも無し,335,left,15,
N3,みにくい,醒い,335,left,16,
N3,みりょく,魅力,335,left,17,
N3,あいまい,曖昧,335,left,01,
N3,あつかましい,厚かましい,335,right,02,
N3,あやしい,人怪しい,335,right,93,
N3,あわただしい,慌ただしい,335,right,04,
N3,いきいき,生き生き,335,right,05,
N3,いさましい,勇ましい,335,right,06,
N3,いちだんと,一段と,335,right,07,
N3,いばる,成張る,335,right,08,
N3,おおざっぱ,大雑把,336,left,00,
N3,おちつく,落ち着く,336,left,01,
N3,かしこい,賢い,336,left,01,
N3,かっき,活気,336,left,03,
N3,かって,勝手,336,left,04,
N3,かわいがる,可愛がる,336,right,,
N3,かわいらしい,可愛らしい,336,right,,
N3,かんげい,歓迎,336,right,,
N3,きげん,機嫌,336,right,,
N3,ぎょうぎ,行儀,336,right,,
N3,くどい,くどい,337,left,21,
N3,けってん,欠点,337,left,22,
N3,けんそん,謙怖,337,left,24,
N3,けんめい,懸命,337,left,25,
N3,ごういん,強引,337,left,26,
N3,じぶんかって,自分勝手,337,left,27,
N3,じゅんじょう,純情,337,right,29,
N3,じゅんすい,純粋,337,right,29,
N3,じょうしき,常識,337,right,00,
N3,しんちょう,慎重,337,right,31,
N3,ずうずうしい,図々しい,337,right,32,
N3,すなお,素直,338,left,,
N3,せきにんかん,責任感,338,left,,
N3,たいそう,大層,338,left,36,
N3,たのもしい,頼もしい,338,left,03,
N3,たんじゅん,単純,338,right,,
N3,たんしょ,短所,338,right,,
N3,ちょうしょよ,長所,338,right,,
N3,つよき,強気,338,right,,
N3,とくしょく,特色,338,right,,
N3,とくちょう,特長,339,left,45,
N3,なまける,怠ける,339,left,47,
N3,にごにご,にごにご,339,left,48,
N3,にっこり,にっこり,339,left,49,
N3,のんき,呑気,339,left,50,
N3,パターン,pattern,339,right,51,
N3,ふけつ,不潔,339,right,54,
N3,ふざける,巫山戯る,339,right,55,
N3,ふんいき,雰囲気,340,left,58,
N3,まごまご,まごまご,340,left,00,
N3,もともと,もともと,340,left,01,
N3,ゆうじゅうふだん,優柔不断,340,left,02,
N3,ゆうゆう,悠々,340,right,03,
N3,よう,様,340,right,04,
N3,ようき,陽気,340,right,05,
N3,ようじん,用心,340,right,05,
N3,ようち,幼稚,340,right,07,
N3,よくばり,欲張り,340,right,05,
N3,よゆう,余裕,341,left,09,
N3,らくてんてき,楽天的,341,left,70,
N3,りこしゅぎ,利己主義,341,left,71,
N3,れいせい,冷静,341,left,72,
N3,おたがいさま,お互い様,341,left,01,
N3,かんせつ,間接,341,left,02,
N3,きょうりよく,強力,341,right,03,
N3,こうさい,交際,341,right,04,
N3,こうりゅう,交流,341,right,05,
N3,さく,裂く,341,right,oe,
N3,じょうげ,上下,341,right,07,
N3,すき,隙,341,right,98,
N3,そうご,相互,342,left,00,
N3,そんざい,存在,342,left,11,
N3,そんちょう,尊重,342,left,02,
N3,たにん,他人,342,left,14,
N3,たまたま,偶々,342,right,05,
N3,たより,便り,342,right,06,
N3,たよる,頼る,342,right,07,
N3,つきあい,付き合い,342,right,08,
N3,であい,出会い,342,right,09,
N3,てき,敵,342,right,00,
N3,どういつ,同一,343,left,21,
N3,とけこむ,溶け込む,343,left,22,
N3,とも,友,343,left,23,
N3,なかなおり,仲直り,343,left,24,
N3,なかま,仲間,343,left,25,
N3,なかよし,仲良し,343,left,26,
N3,ばったり,ばったり,343,right,27,
N3,はなしあう,話し合う,343,right,28,
N3,はなしかける,話しかける,343,right,29,
N3,はなはだしい,甚だしい,343,right,30,
N3,ひっかかる,引っ掛かる,343,right,31,
N3,へだてる,隔てる,343,right,32,
N3,ぼろ,窒複,344,left,33,
N3,まさつ,摩擦,344,left,34,
N3,まちあわせる,待ち合わせる,344,left,35,
N3,みかた,味方,344,left,37,
N3,ゆうこう,友好,344,left,38,
N3,ゆうじょう,友情,344,right,09,
N3,りょう,両,344,right,00,
N3,わるくち・わるぐち,悪口,344,right,,
N3,あくま,悪魔,344,right,,
N3,おがむ,拝む,344,right,,
N3,おに,鬼,345,left,03,
N3,おばけ,お化け,345,left,04,
N3,おまいり,お参り,345,left,05,
N3,おみこし,お神奥・お御,345,left,06,
N3,かみ,神,345,left,07,
N3,かみさま,神様,345,left,08,
N3,しんこう,信仰,345,right,09,
N3,しんわ,神話,345,right,10,
N3,せい,精,345,right,11,
N3,ほとけ,仏,345,right,12,
N3,あまやかす,甘やかす,346,left,01,
N3,いっか,一家,346,left,02,
N3,か,箇,346,left,03,
N3,ぎゃくたい,虐待,346,left,,
N3,こうこう,孝行,346,right,,
N3,ささえる,支える,346,right,,
N3,しまい,姉妹,346,right,,
N3,しんせき,親戚,346,right,,
N3,しんるい,親類,346,right,,
N3,せい,姓,347,left,01,
N3,ぜんぱん,全般,347,left,12,
N3,つれ,連れ,347,left,13,
N3,どくしん,独身,347,left,14,
N3,ははおや,母親,347,left,15,
N3,おくさま,奥様,347,right,01,
N3,こんやく,婚約,347,right,oz,
N3,ともに,共に,347,right,08,
N3,にょうぼう,女房,347,right,04,
N3,はなよめ,花嫁,347,right,05,
N3,ふさい,夫妻,347,right,oe,
N3,ふじん,夫人,348,left,07,
N3,よめ,嫁,348,left,08,
N3,せんぞ,先祖,348,left,01,
N3,そせん,祖先,348,left,02,
N3,だい,代,348,left,03,
N3,ちちおや,父親,348,left,04,
N3,つとめ,務め,348,right,05,
N3,どくりつ,独立,348,right,05,
N3,はか,墓,348,right,,
N3,ふぼ,父母,348,right,,
N3,まいる,参る,348,right,,
N3,まつる,祭る,348,right,,
N3,おさない,幼い,349,left,01,
N3,しそん,子孫,349,left,02,
N3,すえっこ,示っ子,349,left,03,
N3,すがた,姿,349,left,04,
N3,てきする,適する,349,left,05,
N3,ふたご,双子,349,right,06,
N3,むけ,向け,349,right,07,
N3,いきもの,生き物,350,left,01,
N3,うお,魚,350,left,02,
N3,うさぎ,兎,350,left,03,
N3,きんぎょ,金魚,350,right,,
N3,ぜつめつ,絶滅,350,right,,
N3,ぞう,象,350,right,,
N3,ぞくする,属する,351,left,11,
N3,つばさ,翼,351,left,12,
N3,とら,虎,351,left,13,
N3,とる,捕る,351,left,14,
N3,なでる,撫でる,351,left,15,
N3,なれる,馴れる,351,left,16,
N3,にわとり,鶏,351,right,17,
N3,ねずみ,ねずみ,351,right,18,
N3,かけまわる,駆け回る,351,right,01,
N3,きば,牙,351,right,oz,
N3,しっぽ,尻尾,351,right,08,
N3,はね,羽,352,left,05,
N3,はねる,跳ねる,352,right,,
N3,孖又名,吠允名,352,right,,reading_has_non_kana
N3,いちご,苺,353,left,01,
N3,うめ,梅,353,left,02,
N3,かじつ,果実,353,left,03,
N3,じゃがいも,じゃが芋,353,left,04,
N3,すいか,西瓜,353,left,05,
N3,まめ,豆,353,right,oz,
N3,みのる,実る,353,right,00,
N3,もも,桃,353,right,00,
N3,いね,稲,354,left,01,
N3,がいろじゅ,街路村,354,left,03,
N3,こくもつ,粗物,354,left,05,
N3,こむぎ,小麦,354,left,,
N3,しなやか,しなやか,354,right,07,
N3,しばふ,芝生,354,right,03,
N3,しょくぶつ,植物,354,right,,
N3,すぎ,杉,354,right,,
N3,たいぼく,大木,354,right,,
N3,たけ,竹,354,right,,
N3,なみき,並木,355,left,13,
N3,まつ,松,355,left,14,
N3,もみじ,紅葉,355,left,15,
N3,うわる,植わる,355,left,01,
N3,えんげい,園芸,355,left,02,
N3,おんしつ,温室,355,left,03,
N3,から,殻,355,right,04,
N3,かる,刈る,355,right,05,
N3,かんさつ,観察,355,right,07,
N3,さくもつ,作物,355,right,om,
N3,しげる,茂る,355,right,00,
N3,しぼむ,鞭む・洞む,355,right,10,
N3,ちらばる,散らばる,356,left,01,
N3,なる,生る,356,left,12,
N3,におう,匂う,356,left,03,
N3,はち,鉢,356,left,,
N3,はちうえ,鉢植え,356,left,08,
N3,求<,蔚<,356,right,,reading_has_non_kana;writing_has_unexpected_chars;reading_has_ocr_artifact;writing_has_ocr_artifact
N3,みつ,蜜,356,right,,
N3,ようぶん,養分,356,right,,
N3,わかば,若葉,356,right,,
N3,えきたい,液体,357,left,01,
N3,かたまり,塊,357,left,02,
N3,かたまる,固まる,357,left,03,
N3,きたい,気体,357,left,04,
N3,きんぞく,金属,357,left,05,
