reading,writing,declaredNormalizedReading,zh,script,source_page,source_column,source_entry_no,source_writing
ちんでん,沈殿,ちんでん,沉澱、沈殿,kanji,610,left,26,沈殿
びりょう,微量,びりょう,微量、少量,kanji,610,left,03,微量
ようえき,溶液,ようえき,溶液,kanji,611,left,37,溶液
げんばく,原爆,げんばく,原子彈,kanji,611,left,01,原爆
げんゆ,原油,げんゆ,原油,kanji,611,left,02,原油
さかる,盛る,さかる,興盛、旺盛；發情,kanji,611,left,04,盛る
さよう,作用,さよう,作用,kanji,611,right,05,作用
ソーラーシステム,ソーラーシステム,そおらあしすてむ,太陽能系統；太陽系,katakana,611,right,0e,ソーラーシステム
たきび,たき火,たきび,營火、焚火,kanji,611,right,07,たき火
てんか,点火,てんか,點火,kanji,611,right,0m,点火
どうりょく,動力,どうりょく,動力,kanji,611,right,00,動力
ねんしょう,燃焼,ねんしょう,燃燒；全力投入,kanji,611,right,10,燃焼
ひばな,火花,ひばな,火花,kanji,612,left,04,火花
ふりょく,浮力,ふりょく,浮力,kanji,612,left,05,浮力
ほうしゃせん,放射線,ほうしゃせん,放射線、輻射線,kanji,612,left,16,放射線
ほうしゃのう,放射能,ほうしゃのう,放射能、輻射性,kanji,612,left,07,放射能
さいくつ,採掘,さいくつ,開採、採掘,kanji,613,left,04,採掘
せんい,繊維,せんい,纖維,kanji,613,left,06,繊維
そざい,素材,そざい,素材、原材料、題材,kanji,613,left,07,素材
たんぱくしつ,蛋白質,たんぱくしつ,蛋白質,kanji,613,left,08,蛋白質
はいき,廃棄,はいき,廢棄、丟棄,kanji,613,left,09,廃棄
ひんしつ,品質,ひんしつ,品質質量,kanji,613,right,10,品質
かせい,火星,かせい,火星,kanji,614,left,03,火星
せいざ,星座,せいざ,星座,kanji,614,left,05,星座
ともる,点る,ともる,點亮、燈亮起,kanji,614,right,05,点る
わくせい,惑星,わくせい,行星,kanji,615,left,12,惑星
あつくるしい,暑苦しい,あつくるしい,悶熱；令人煩悶,kanji,615,left,01,暑苦しい
あまぐ,雨具,あまぐ,雨具,kanji,615,left,02,雨具
いなびかり,稲光,いなびかり,閃電,kanji,615,left,04,稲光
うてん,雨天,うてん,雨天,kanji,615,left,05,雨天
かいじょ,解除,かいじょ,解除、取消,kanji,615,left,0e,解除
かすむ,霞む,かすむ,朦朧、看不清；起霧,kanji,615,right,07,霞む
きざし,兆し,きざし,徵兆、跡象,kanji,615,right,09,兆し
きょうれつ,強烈,きょうれつ,強烈,kanji,615,right,11,強烈
ざあざあ,ざあざあ,ざあざあ,大雨、嘩啦嘩啦聲、電視等、雜音,hiragana,616,left,14,ざあざあ
せいてん,晴天,せいてん,晴天、好天氣,kanji,616,left,17,晴天
てりかえす,照り返す,てりかえす,反射陽光、反照,kanji,616,left,09,照り返す
とつじょ,突如,とつじょ,突然、突如其來,kanji,616,right,09,突如
あいつぐ,相次ぐ・相継ぐ,あいつぐ,接連、連續發生,kanji,616,right,01,相次ぐ・相継ぐ
おおみず,大水,おおみず,大水、洪水,kanji,616,right,02,大水
おしよせる,押し寄せる,おしよせる,湧來、蜂擁而至,kanji,617,left,04,押し寄せる
おそう,襲う,おそう,襲擊、侵襲、繼承、沿襲、衝到、間到,kanji,617,left,08,襲う
きょくげん,局限,きょくげん,侷限、限定,kanji,617,left,0e,局限
けいかい,警戒,けいかい,警戒、防範,kanji,617,left,07,警戒
こうずい,洪水,こうずい,洪水；大量湧入,kanji,617,left,08,洪水
さいがい,災害,さいがい,災害、災難、天災,kanji,617,left,09,災害
しずめる,沈める,しずめる,使沉下；使平息,kanji,617,right,10,沈める
しんどう,振動,しんどう,和地功、搖動、振動、擺動,kanji,617,right,11,振動
じょうりく,上陸,じょうりく,登陸、上岸,kanji,617,right,12,上陸
せいりょく,勢力,せいりょく,勢力、影響力,kanji,617,right,13,勢力
そうなん,遭難,そうなん,遇難、遭遇災難,kanji,617,right,44,遭難
ただよう,漂う,ただよう,漂浮、飄蕩；瀰漫,kanji,617,right,15,漂う
たつまき,竜巻,たつまき,龍捲風,kanji,617,right,16,竜巻
つなみ,津波,つなみ,海嘯,kanji,618,left,17,津波
どしゃ,土砂,どしゃ,土砂、泥沙,kanji,618,left,19,土砂
なだれ,雪崩,なだれ,雪崩；蜂擁而至,kanji,618,left,20,雪崩
えんがん,沿岸,えんがん,沿岸,kanji,619,left,02,沿岸
おおぞら,大空,おおぞら,太空、天空,kanji,619,left,03,大空
かいがら,貝殻,かいがら,貝殼,kanji,619,left,04,貝殻
かいきょう,海峡,かいきょう,海峽,kanji,619,left,05,海峡
かいりゅう,海流,かいりゅう,海流,kanji,619,right,07,海流
がけ,崖,がけ,懸崖、崖壁,kanji,619,right,09,崖
ききょう,帰京,ききょう,返回東京,kanji,619,right,11,帰京
きふく,起伏,きふく,起伏；波折,kanji,620,left,12,起伏
きょうそん・きょうぞん,共存,きょうそん・きょうぞん,共存,kanji,620,left,03,共存
けいしゃ,傾斜,けいしゃ,傾斜、斜坡；傾向,kanji,620,left,14,傾斜
こうげん,高原,こうげん,高原,kanji,620,left,15,高原
こくさん,国産,こくさん,國產,kanji,620,left,01,国産
さんがく,山岳,さんがく,山岳、山區,kanji,620,left,07,山岳
さんみゃく,山脈,さんみゃく,山脈,kanji,620,left,08,山脈
ジャングル,ジャングル,じゃんぐる,叢林、密林,katakana,620,right,00,ジャングル
じょうくう,上空,じょうくう,高空、天空、某地點的、上空,kanji,620,right,01,上空
すいげん,水源,すいげん,水源,kanji,620,right,02,水源
たどる,辿る,たどる,沿路前進；追溯,kanji,620,right,04,辿る
ちけい,地形,ちけい,地形、地勢,kanji,621,left,25,地形
つらなる,連なる,つらなる,連綿、相連；參加,kanji,621,left,26,連なる
てんぼう,展望,てんぼう,眺望；展望、前景,kanji,621,left,27,展望
とおまわり,遠回り,とおまわり,色-自、形動、使其繞道、繞遠路,kanji,621,left,28,遠回り
ないりく,内陸,ないりく,內陸,kanji,621,left,29,内陸
なぎさ,渚,なぎさ,水邊、海濱,kanji,621,left,30,渚
ぬま,沼,ぬま,沼澤、池沼,kanji,621,left,31,沼
はま,浜,はま,海濱、'、河岸,kanji,621,right,32,浜
はらっぱ,原っぱ,はらっぱ,空地、草地,kanji,621,right,33,原っぱ
みかい,未開,みかい,未開化；未開發,kanji,621,right,34,未開
いただき,頂,いただき,物體的、頂部、頂峰、樹尖,kanji,621,right,0z,頂
かいどう,街道,かいどう,街道、道路,kanji,622,left,00,街道
がいとう,街頭,がいとう,街頭、街上,kanji,622,left,00,街頭
くうかん,空間,くうかん,空間,kanji,622,left,08,空間
げんち,現地,げんち,現場、發生事故的地點、當地,kanji,622,left,00,現地
コーナー,コーナー,こおなあ,小賣店、専橋、角、拐、拐角、棒、足球、地,katakana,622,right,00,corner
こてい,固定,こてい,足場固定,kanji,622,right,01,固定
さんばし,桟橋,さんばし,棧橋、碼頭,kanji,622,right,02,桟橋
さんぷく,山腹,さんぷく,山腰、山腹,kanji,622,right,03,山腹
しがい,市街,しがい,市區、街區,kanji,622,right,04,市街
しょざい,所在,しょざい,所在、下落；責任歸屬,kanji,622,right,05,所在
スペース,スペース,すぺえす,空間、空地、特指、宇宙空間、紙、面的空白、行間覧度,katakana,623,left,16,space
たちよる,立ち寄る,たちよる,自合、靠近、走進、順便到、中途落腳,kanji,623,left,17,立ち寄る
たどりつく,辿り着く,たどりつく,好不容易走到、摸索找到、掙扎走、到達,kanji,623,left,18,辿り着く
たまり,溜まり,たまり,積存、積存處、休息室、聚集的地方,kanji,623,left,19,溜まり
でんえん,田園,でんえん,田園、田地,kanji,623,left,21,田園
どて,土手,どて,防風、浪的、堤防、地域、範園,kanji,623,left,22,土手
どぶ,どぶ,どぶ,水溝、陰溝,hiragana,623,right,23,どぶ
ぽち,草地,ぽち,墓地、壩地,kanji,623,right,24,草地
よち,余地,よち,空地、容地、餘地,kanji,623,right,25,余地
アラブ,アラブ,あらぶ,阿拉伯、阿拉伯人,katakana,623,right,01,Arab
おいだす,追い出す,おいだす,趕出'、驅逐、解碾,kanji,624,left,04,追い出す
および,及び,および,和和、與、以及,kanji,624,left,05,及び
およぶ,及ぶ,およぶ,到建、超上、及,kanji,624,left,06,及ぶ
きょうど,郷土,きょうど,郷土,kanji,624,right,00,郷土
きょうり,郷里,きょうり,故鄉、鄉里、方,kanji,624,right,01,郷里
ぎょそん,漁村,ぎょそん,漁村,kanji,624,right,02,漁村
きんこう,近郊,きんこう,郊區、近郊,kanji,624,right,03,近郊
くかく,区画,くかく,區劃、劃區、劃分的、區域、地區,kanji,624,right,04,区画
くかん,区間,くかん,區間、段,kanji,624,right,05,区間
こゆう,固有,こゆう,固有、特有、天生,kanji,625,left,19,固有
さしかかる,差し掛かる,さしかかる,人天、來到、路過、某處、靠近、日期等、臨近、逼近、緊迫、垂掛、籠踢在,kanji,625,left,20,差し掛かる
じもと,地元,じもと,営地、本地、自己居住的地方、故郷,kanji,625,left,21,地元
じょうか,城下,じょうか,城下、以諸侯的居城為中心發展起、來的、城市、城邑,kanji,625,left,22,城下
ずらっと,ずらっと,ずらっと,一大排、成排地、地域、範園,hiragana,625,left,23,ずらっと
そうだい,壮大,そうだい,敢動、雄壯、宏大,kanji,625,right,24,壮大
そこら,其処ら,そこら,那一代、那裡、普通、一般、那樣,kanji,625,right,25,其処ら
とおざかる,遠ざかる,とおざかる,遠離、疏遠不碰、人節制、克制,kanji,625,right,28,遠ざかる
とくゆう,特有,とくゆう,特有,kanji,625,right,29,特有
ないぶ,内部,ないぶ,內部、裡面、內情、內划,kanji,626,left,30,内部
はてしない,果てしない,はてしない,無止境的、無邊無際的,kanji,626,left,31,果てしない
はて,果て,はて,邊際、盡頭、最後、結局、下場、結果,kanji,626,left,32,果て
はまべ,浜辺,はまべ,海濱、湖濱,kanji,626,left,03,浜辺
はみだす,はみ出す,はみだす,溢出、超出範圍,kanji,626,left,34,はみ出す
ふうしゅう,風習,ふうしゅう,風俗、習慣、風沿,kanji,626,left,35,風習
ふうごど,風土,ふうごど,風土、水圭、風土,kanji,626,right,06,風土
ぼこく,母国,ぼこく,祖國,kanji,626,right,08,母国
ほんごく,本国,ほんごく,本國、祖國、老家、故郷,kanji,626,right,00,本国
ほんば,本場,ほんば,原産地、正宗産地、策源地、本地,kanji,626,right,01,本場
みぢか,身近,みぢか,形動、切身、身邊、身旁,kanji,627,left,42,身近
みね,峰,みね,山峰、刀背、東西突起部分,kanji,627,left,43,峰
みのまわり,身の回り,みのまわり,身邊衣物、指衣履、攜帶品等、日、常生活、工作或交際上、應由自己處裡,kanji,627,left,44,身の回り
めいさん,名産,めいさん,名産,kanji,627,left,45,名産
やがい,野外,やがい,野外、郊外、原野、戸外、室外,kanji,627,left,47,野外
やみ,間,やみ,夜間的、黑暗、心中、辨別不清,kanji,627,right,48,間
りょうかい,領海,りょうかい,領海,kanji,627,right,51,領海
いちめん,ー面,いちめん,人一面、另一面、全體、滿、報紙的,kanji,628,left,00,ー面
うらがえし,裏返し,うらがえし,表裡相反、翻裡作面,kanji,628,left,02,裏返し
えんぽう,遠方,えんぽう,遠方、遠處,kanji,628,left,03,遠方
おもてむき,表向き,おもてむき,表面、上、外表、上、由,kanji,628,left,04,表向き
おもむく,赴く,おもむく,前往、趨向、趨於,kanji,628,left,05,赴く
かたわら,傍ら,かたわら,家事傍小説書,kanji,628,right,03,傍ら
げんてん,原点,げんてん,丈量土地等的、基準點、原點、出,kanji,628,right,01,原点
こみあげる,込み上げる,こみあげる,自下六、往上湧、油然而生,kanji,629,left,12,込み上げる
さき,先,さき,笑端、末稽、前面、前方、事先、先,kanji,629,left,13,先
さなか,最中,さなか,最盛期、正営中、最高,kanji,629,left,14,最中
ざひょう,座標,ざひょう,座標、標準、基準,kanji,629,left,15,座標
ぜんと,前途,ぜんと,前途、將來、旅途的、前程、去路,kanji,629,left,17,前途
そくめん,側面,そくめん,一面、另一面,kanji,629,right,49,側面
そっぽ,外方,そっぽ,全一邊、外邊、別處,kanji,629,right,20,外方
たほう,他方,たほう,他方,kanji,629,right,22,他方
だんめん,断面,だんめん,断面、割面、側面,kanji,629,right,23,断面
ちゅうすう,中析,ちゅうすう,中樞、中心、樞組、關鍵,kanji,629,right,24,中析
ちょくれつ,直列,ちょくれつ,直列,kanji,630,left,26,直列
てぢか,手近,てぢか,手間、身芳、左折、折人皆知、常見,kanji,630,left,27,手近
てっぺん,天辺,てっぺん,頂蜂、頭頂上、事物的、最高峰、頂點,kanji,630,left,28,天辺
でむく,出向く,でむく,前往、前去,kanji,630,left,02,出向く
てんじる,転 じる,てんじる,他上、轉變、轉換、改變、遷居、搬家、提、他功、轉變,kanji,630,right,01,転 じる
てんずる,転ずる,てんずる,改變、方向、狀態、恩居,kanji,630,right,02,転ずる
てんち,天地,てんち,天和地、天地、世界、宇宙、上下,kanji,630,right,03,天地
とうたつ,到達,とうたつ,到達、達到,kanji,630,right,04,到達
とりまく,取り巻く,とりまく,圍住、圍繞、奉承、奉迎,kanji,630,right,05,取り巻く
なかほど,中程,なかほど,場所ヽ、距離的、中間、程度、中等、竺間、事物進行的、途中、半途,kanji,630,right,05,中程
はいご,背後,はいご,背後、暗地、背地、幕後、背後立,kanji,631,left,37,背後
はるか,遥か,はるか,凡-形動、時間、空間、程度上、遠、和遙遠,kanji,631,left,38,遥か
ふりだし,振り出し,ふりだし,出發點、開始、開端、經、開出、支、匯票等,kanji,631,left,41,振り出し
まうえ,真上,まうえ,正上方、正當頭,kanji,631,right,04,真上
まじわる,交わる,まじわる,線短物、交、交叉、奥人、交往、交際,kanji,631,right,46,交わる
まと,的,まと,標的朝子,kanji,631,right,07,的
みぎて,右手,みぎて,創右手、右邊、右面,kanji,631,right,48,右手
みちばた,道端,みちばた,食道旁、路邊,kanji,631,right,49,道端
めさき,目先,めさき,外脫、當場的風趣、上,kanji,632,left,00,目先
めんする,面する,めんする,某物画向、'面對著、對著、事件等,kanji,632,left,51,面する
もろに,もろに,もろに,全全面、迎面、沒有不,hiragana,632,left,52,もろに
ユーターン,ユーターン,ゆうたあん,汽車的、字形轉弦、度迴轉,katakana,632,right,03,U-turn
りょうきょく,両極,りょうきょく,兩極、南北極、陰陽極、兩端、兩、極端,kanji,632,right,05,両極
しゅうよう,収容,しゅうよう,収容、容納、拘留,kanji,633,left,04,収容
すたれる,廃れる,すたれる,不再流行、衰微、衰弱、被海汰,kanji,633,left,05,廃れる
せっち,設置,せっち,唱-他多、設置、安裝、設立,kanji,633,right,06,設置
そうりつ,創立,そうりつ,區凶人創立、創建、創辦,kanji,633,right,0e,創立
どだい,土台,どだい,僻玉、建、地基、底座、基礎、本來,kanji,633,right,00,土台
とりあつかう,取り扱う,とりあつかう,對待、接待、用手、操縱、使用、處理、管理、經辦,kanji,633,right,10,取り扱う
ふくごう,複合,ふくごう,複合,kanji,633,right,11,複合
いせき,遺跡,いせき,仿故址、遺跡、古蹟、手,kanji,634,left,00,遺跡
きゅうでん,宮殿,きゅうでん,宮殿、祭神殿,kanji,634,left,02,宮殿
しきじょう,式場,しきじょう,仿故址、遺跡、古蹟、手,kanji,634,left,00,式場
スタジオ,スタジオ,すたじお,藝術家工作室、攝影棚、照相館、播音室、錄音室,katakana,634,left,04,studio
タワー,タワー,たわあ,塔、高塔,katakana,634,left,00,tower
ふうしゃ,風車,ふうしゃ,風車,kanji,634,right,07,風車
ほんかん,本館,ほんかん,對別館、新館而言、原本的建築物、計、要的樓房、此樓、本樓、本館、關,kanji,634,right,08,本館
みんしゅく,民宿,みんしゅく,自功、觀光地的、民宿、家庭旅店、旅、在民家投宿,kanji,634,right,09,民宿
モーテル,モーテル,もおてる,汽車旅館、附車庫的簡易旅館,katakana,634,right,00,motel
うけいれ,受け入れ,うけいれ,新成員或移民等的、接受、收容、物、品或材料等的、收進、收入、答應、和承認,kanji,635,left,03,受け入れ
おうきゅう,応急,おうきゅう,應急、救急,kanji,635,left,04,応急
おうしん,往診,おうしん,加上、散生的、出診,kanji,635,left,05,往診
ガーゼ,ガーゼ,があぜ,紗布、藥布,katakana,635,left,0e,(徳) Gaze
かいぼう,解剖,かいぼう,解剖、事物、語法等、分析,kanji,635,left,07,解剖
がいらい,外来,がいらい,外來、舶來、醫院的、門診,kanji,635,left,08,外来
カルテト,カルテト,かるてと,病歷,katakana,635,left,09,(徳) Karte
がんか,眼科,がんか,眼科,kanji,635,right,10,眼科
きょうせい,笑正,きょうせい,作-他、矯正、糾正,kanji,635,right,11,笑正
さんふじんか,産婦人科,さんふじんか,産婦人科,kanji,635,right,12,産婦人科
じびか,古鼻科,じびか,耳鼻科,kanji,635,right,44,古鼻科
しょほうせん,処方箕,しょほうせん,處方籤,kanji,635,right,16,処方箕
しんりょう,診療,しんりょう,診療、診察治療,kanji,636,left,17,診療
ばいきん,ばい菌,ばいきん,細菌、微生物,kanji,636,left,18,ばい菌
アフターサービス,アフターサービス,あふたあさあびす,入後服務、轉,katakana,636,left,02,(和) ; after 十 service
ざいこ,在庫,ざいこ,庫存、存貨、儲存,kanji,636,left,03,在庫
セール,セール,せえる,拍賣、大減價、和,katakana,636,left,04,sale
ちめいど,知名度,ちめいど,知名度、名章,kanji,636,right,05,知名度
ちんれつ,陳列,ちんれつ,陳列、則,kanji,636,right,06,陳列
てがける,手掛ける,てがける,親自動手、親手,kanji,636,right,07,手掛ける
ドライブイン,ドライブイン,どらいぶいん,免下車餐廳、銀行、郵局、加油站、餐車道,katakana,636,right,08,drive-in
まねき,招き,まねき,招待、邀請、聘請、招攬顧客的、招牌'、裝飾物,kanji,637,left,12,招き
がっぺい,合併,がっぺい,自他、合併,kanji,637,left,01,合併
かんゆう,勧誘,かんゆう,勸誘、勸說、邀請,kanji,637,left,02,勧誘
じちたい,自治体,じちたい,自治團體,kanji,637,left,04,自治体
しょうちょう,象徴,しょうちょう,象徵,kanji,637,left,05,象徴
しょうれい,奨励,しょうれい,獎勵、鼓勵,kanji,637,right,06,奨励
ぬけだす,抜け出す,ぬけだす,溜走、逃脫、擺脫、髮、牙、開始,kanji,637,right,09,抜け出す
ふどうさんや,不動産屋,ふどうさんや,不動産屋,kanji,637,right,10,不動産屋
へいしゃ,弊社,へいしゃ,弊社,kanji,637,right,01,弊社
うんゆ,運輸,うんゆ,運輸、提送、搬運、還,kanji,638,left,02,運輸
きりかえる,切り替える,きりかえる,轉換、改換、掉換、兌換,kanji,638,left,00,切り替える
きりかえ,切り替え,きりかえ,轉換、切換、兌換、農、開關森林、太田地、過幾年後再種樹,kanji,638,left,05,切り替え
えんせん,沿線,えんせん,沿線,kanji,639,left,01,沿線
かいろ,海路,かいろ,海路,kanji,639,left,02,海路
きせん,汽船,きせん,輪船、蒸汽船,kanji,639,left,03,汽船
ぎょせん,漁船,ぎょせん,漁船,kanji,639,left,04,漁船
ぐんかん,軍艦,ぐんかん,軍艦,kanji,639,left,05,軍艦
シート,シート,しいと,座位、議席、防水布,katakana,639,right,07,seat
しはつ,始発,しはつ,最先、出發、始發、車、站、第一,kanji,639,right,0e,始発
じゅんきゅう,準急,じゅんきゅう,平快車、快速列車,kanji,639,right,09,準急
せんばぱく,船舶,せんばぱく,人船舶、船隻,kanji,639,right,10,船舶
そうじゅう,操継,そうじゅう,所-凶吃駕駛、操縱、駕馭、支配,kanji,639,right,41,操継
ついらく,墜落,ついらく,墜落、掉下、人,kanji,640,left,04,墜落
のりこむ,乗り込む,のりこむ,坐進、乘上、車、開進、進入、和、大家、一起搭乗、軍隊、開入、劇團,kanji,640,left,04,乗り込む
フェリー,フェリー,ふぇりい,渡口、渡船、之暗,katakana,640,left,07,ferry
オートマチック,オートマチック,おおとまちっく,質的、自動式的,katakana,641,left,04,automatic
かんせん,幹線,かんせん,主要線路、幹線,kanji,641,left,05,幹線
じゅうじろ,十字路,じゅうじろ,十字路、岐路,kanji,641,left,06,十字路
じょこう,後行,じょこう,電車、汽車等、慢行、徐行,kanji,641,left,07,後行
スポーツカー,スポーツカー,すぽおつかあ,跑車,katakana,641,left,08,sports car
そうこう,走行,そうこう,走行,kanji,641,left,09,走行
たまつき,玉突き,たまつき,撞球、連環、車禍、汽車、道路,kanji,641,left,10,玉突き
ダンプ,ダンプ,だんぷ,傾卸卡車、翻斗車的簡稱、夕、力一、之略,katakana,641,right,01,dump
レンタカー,レンタカー,れんたかあ,出租汽車,katakana,641,right,13,rent-a-car
さしだす,差し出す,さしだす,向前、伸出、探出、把信件等、寄、發出、提出、交出、獻出、派出,kanji,642,left,05,差し出す
とりつぐ,取り次く,とりつぐ,傳達、在門口、通報、傳遞、經銷、代購、代辦、轉交,kanji,643,left,11,取り次く
ぼうがい,妨害,ぼうがい,必-他、妨礙、千擾,kanji,643,left,13,妨害
むせん,無線,むせん,無線、不用電線、無線電,kanji,643,left,14,無線
インフォメーショソン,インフォメーショソン,いんふぉめえしょそん,少知情報、消息、俺服務合、見,katakana,643,left,01,informatio
かいらん,回覧,かいらん,傳閱、巡視、巡覽、傳達、告知、信息,kanji,643,left,02,回覧
かくさん,拡散,かくさん,擴散、理、漫射,kanji,643,right,93,拡散
かんこく,勧告,かんこく,勸告、說服,kanji,643,right,04,勧告
こくち,告知,こくち,告知,kanji,643,right,0e,告知
ことづて,言伝,ことづて,口信、傳話,kanji,643,right,08,言伝
テレックス,テレックス,てれっくす,電報、電傳、和,katakana,644,left,02,telex
はりがみ,張り紙,はりがみ,貼紙、廣告、標語,kanji,644,left,34,張り紙
たんば,短波,たんば,短波,kanji,645,left,06,短波
チャンネル,チャンネル,ちゃんねる,電視'、廣播的、頻道,katakana,645,left,07,channel
ちゅうけい,中継,ちゅうけい,名他、中繼站、轉播站、轉播,kanji,645,left,08,中継
とくしゅう,特集,とくしゅう,名-他、特輯、專輯,kanji,645,left,09,特集
はんきょう,反響,はんきょう,迴響,kanji,645,left,10,反響
ほうじる,報じる,ほうじる,他上、血知、告訴、告知、報導、報答、報復,kanji,645,left,11,報じる
ほうずる,報ずる,ほうずる,自吃、舞知、告訴、告知、報才、報答、報復,kanji,645,right,12,報ずる
ほうどう,報道,ほうどう,報道,kanji,645,right,13,報道
あがく,足掻く,あがく,掙扎、手腳亂動、側、湯,kanji,646,left,01,足掻く
さかだち,逆立ち,さかだち,各貞、崩操等、倒立、倒堅、顛倒、洗清,kanji,646,left,04,逆立ち
さらなる,更なる,さらなる,更加、進一步,kanji,646,left,05,更なる
てつぼう,鉄棒,てつぼう,在空中、旋轉、翻筋斗,kanji,646,right,,鉄棒
どひょう,土俵,どひょう,相撲、摔角等比賽場地；關鍵局面,kanji,647,left,13,土俵
ひきずる,引きずる,ひきずる,邊人、拖、拉、硬拉著走、拖延,kanji,647,left,14,引きずる
びっしょり,びっしょり,びっしょり,溼透,hiragana,647,left,15,びっしょり
フォーム,フォーム,ふぉおむ,形式、樣式、體育運動的、姿勢、月台、站台,katakana,647,left,16,form
ふっかつ,復活,ふっかつ,自他、復活、再生、恢復、復興、復,kanji,647,left,17,復活
まかす,負かす,まかす,打敗、戦勝,kanji,647,left,18,負かす
またがる,暑がる,またがる,分開兩腿、騎、跨、跨越、橫跨、面馬,kanji,647,right,19,暑がる
みうしなう,見失う,みうしなう,迷失、看不見、看丟,kanji,647,right,20,見失う
みちびく,導く,みちびく,引略、導婚、指導引導、導致、導向,kanji,647,right,21,導く
めいちゅう,命中,めいちゅう,命中,kanji,647,right,22,命中
よこづな,横綱,よこづな,相撲最高級力士；首屈一指的人物,kanji,647,right,23,横綱
あっけない,呆気ない,あっけない,因為太簡單而不過癮、沒意思、簡單、草草,kanji,647,right,01,呆気ない
ぎゃくてん,逆転,ぎゃくてん,到孜吃、倒轉、逆轉、反過來、惡化、倒退,kanji,648,left,04,逆転
きゅうせん,休戦,きゅうせん,休戦、停戦,kanji,648,left,05,休戦
けいせい,形勢,けいせい,形勢、局勢、赴替,kanji,648,left,00,形勢
けっしょう,決勝,けっしょう,比賽等、決賽、決勝負,kanji,648,left,00,決勝
ゴールイン,ゴールイン,ごおるいん,結婚,katakana,648,left,98,(和) goal 十 in
さくせん,作戦,さくせん,作戰、作戰策略、戰術、軍事行動,kanji,648,right,09,作戦
しかける,仕掛ける,しかける,鋪開始做、著手、做到途中、主動、也作、挑釁、尋釁、裝置、設置、布置,kanji,648,right,00,仕掛ける
しっかく,和失格,しっかく,失去資格,kanji,648,right,02,和失格
じょうい,上位,じょうい,上位、上座,kanji,648,right,03,上位
しょうり,勝利,しょうり,勝利、勝利,kanji,648,right,04,勝利
しんてい,進呈,しんてい,贈送、奉妖,kanji,649,left,15,進呈
せんじゅつ,戦術,せんじゅつ,戰爭或鬥爭的、戰術、策略、方法,kanji,649,left,17,戦術
ぜんせい,全盛,ぜんせい,全盛、極盛,kanji,649,left,18,全盛
せんて,先手,せんて,園棋、先下、先下手,kanji,649,left,19,先手
せんりょく,戦力,せんりょく,軍事力量、戦門力、戦事沙力、作能力強的人,kanji,649,left,20,戦力
そうごう,総合,そうごう,綜合、總合、集合,kanji,649,left,21,総合
たいこう,対抗,たいこう,找自叻對抗、抵抗、相爭、對立,kanji,649,right,22,対抗
ちゅうせん,抽選,ちゅうせん,所和抽籤,kanji,649,right,25,抽選
ちゅうだん,中断,ちゅうだん,中斷、中輟,kanji,649,right,26,中断
てんさ,点差,てんさ,比賽時、分數之差,kanji,649,right,27,点差
どうてき,動的,どうてき,動的、爆動的、動態的、生動的,kanji,650,left,28,動的
とくてん,得点,とくてん,學藝、競賽等的、得分,kanji,650,left,29,得点
トロフィー,トロフィー,とろふぃい,敵谷,katakana,650,left,30,trophy
ナイター,ナイター,ないたあ,棒球夜場賽,katakana,650,left,31,(和) night 十 er
にゅうしょう,入賞,にゅうしょう,名言、得獎、受賞,kanji,650,left,32,入賞
はいせん,敗戦,はいせん,人儿,kanji,650,left,34,敗戦
はい・ばい,敗,はい・ばい,失敗、腐敗、戦敗,kanji,650,right,05,敗
はいぼく,敗北,はいぼく,戦事或比費、敗北、戦敗、被撃、敗逃,kanji,650,right,05,敗北
はんげき,反撃,はんげき,反擊、反攻、還擊,kanji,650,right,07,反撃
ハンディ,ハンディ,はんでぃ,讓步、給實力強者的不利條件、以使、負機會均等的一種競賽、障礙,katakana,650,right,03,handicap 之略
ゆうせい,優勢,ゆうせい,名-形動、優勢,kanji,651,left,44,優勢
よせあつめる,寄せ集める,よせあつめる,素人寄集,kanji,651,left,45,寄せ集める
レース,レース,れえす,書度比費、競重、費車、湾泳ヽ猫大、及車輛比賽等、競費、競涯,katakana,651,left,46,race
レギュラー,レギュラー,れぎゅらあ,式的、有規律的,katakana,651,left,47,regular
うけとめる,受け止める,うけとめる,他下、接住、擋下、阻止、防止、理解,kanji,651,right,0t,受け止める
キャッチ,キャッチ,きゃっち,呈-他、捕捉、拡住、棒球、接球,katakana,651,right,02,catch
けとばす,蹴飛ばす,けとばす,踢開、踢散、踢倒、拒絕,kanji,651,right,04,蹴飛ばす
コントロール,コントロール,こんとろおる,全他、支配、控制、節制、調節,katakana,651,right,08,control
しゅび,守備,しゅび,守備、守衛、棒球、防守,kanji,651,right,0e,守備
せめ,攻め,せめ,准攻、園攻,kanji,652,left,00,攻め
チームワーク,チームワーク,ちいむわあく,隊員間的、團隊精神、合作、配合,katakana,652,left,09,teamwork
にぶる,鈍る,にぶる,不利、變鈍、變遲鈍、減弱,kanji,652,left,11,鈍る
ぬかす,抜かす,ぬかす,遺漏、跳過、省略、陸腰抜,kanji,652,left,12,抜かす
バット,バット,ばっと,球棒,katakana,652,right,03,bat
バトンタッチ,バトンタッチ,ばとんたっち,接力賽跑中洨接接力棒、工作,katakana,652,right,04,(和)baton十 運 )uch
ぴり,ぴり,ぴり,最後、末尾、倒數第一名,hiragana,652,right,05,ぴり
