reading,writing,declaredNormalizedReading,zh,script,source_page,source_column,source_entry_no,source_writing
つくづく,つくづく,つくづく,仔細、痛切、深切、古、果果、果多,hiragana,741,left,63,つくづく
つっぱる,突っ張る,つっぱる,條五、堅持、固執、用手、推頂、繝緊、板起、抽筋、劇痛,kanji,741,left,64,突っ張る
テンション,テンション,てんしょん,緊張、激動緊張,katakana,741,left,67,tension
どうかん,同感,どうかん,同威、同意、贊同、同一見解、內心,kanji,741,left,68,同感
とうてい,到底,とうてい,下接否定、語気強、無諭名何了、怎麼也,kanji,741,right,70,到底
とうとい,尊い,とうとい,尊貴、珍貴,kanji,741,right,71,尊い
トラウマ,トラウマ,とらうま,創傷,katakana,741,right,74,trauma
どんかん,鈍感,どんかん,遲鈍、不敏感,kanji,742,left,75,鈍感
ないしょ,内緒,ないしょ,虎革別人、秘密,kanji,742,left,07,内緒
ないしん,内心,ないしん,生生內心、心中,kanji,742,left,77,内心
なごり,名残,なごり,臨別時、難分難捨的心情、依鐵,kanji,742,left,78,名残
なさけぶかい,情け深い,なさけぶかい,有同情心的様子、熱心腸,kanji,742,left,07,情け深い
なさけ,情け,なさけ,仁慈、同情、人情、情義、男女溼情、愛情,kanji,742,left,80,情け
なれ,慣れ,なれ,習慣、熟習,kanji,742,right,01,慣れ
なんだかんだ,なんだかんだ,なんだかんだ,這樣那樣、這個那個、情,hiragana,742,right,02,なんだかんだ
なんでもかんでも,なんでもかんでも,なんでもかんでも,什麼都、不管什麼都,hiragana,742,right,03,なんでもかんでも
にんじょう,人情,にんじょう,人情味、同情心、愛情,kanji,742,right,04,人情
ねつい,熱意,ねつい,熱情、熱忱,kanji,742,right,05,熱意
ねんいり,念入り,ねんいり,精心,kanji,742,right,06,念入り
のどか,のどか,のどか,安靜悠閒、舒適、閒適、天氣晴朗、氣溫適中、和煦,hiragana,743,left,87,のどか
はじらう,恥じらう,はじらう,他互、害闔、羞澀,kanji,743,left,88,恥じらう
はじる,恥じる,はじる,自上人、害羞、慚愧,kanji,743,left,89,恥じる
はじ,取,はじ,恥辱、羞恥、丟臉,kanji,743,left,90,取
びんかん,敏感,びんかん,敏感,kanji,743,left,92,敏感
ファイト,ファイト,ふぁいと,戦門、捕門、門事、門志、戦門精神、了上,katakana,743,right,93,fight
ふじゅん,不純,ふじゅん,不純,kanji,743,right,97,不純
プレッシャー,プレッシャー,ぷれっしゃあ,壓強、'壓力、強制、緊迫,katakana,744,left,00,pressure
