reason,level,reading,writing,zh,page,column,entry_no,needs_review
duplicate_lower_or_base_reading,N1,もの,物,,680,left,41,
needs_review,N1,いんかん,印鑑,,680,right,,1
duplicate_source_reading,N1,ドライバー,driver,之略稱、螺絲起子,681,left,06,
duplicate_lower_or_base_reading,N1,おさまる,収まる・納まる,,682,left,,
duplicate_lower_or_base_reading,N1,けいき,計器,,682,right,04,
duplicate_source_reading,N1,かいろ,回路,燈光照明、光學儀器、音響、信息器具,683,left,02,
bad_reading_chars,N1,こうこう(と,糧々(と),,683,right,03,
needs_review,N1,がれる,,,683,right,06,1
duplicate_source_reading,N1,ないぞう,内蔵,裡面包藏、內部裝有、內庫'宮、的府庫,684,right,01,
needs_review,N1,バージョンアップ,version up,,684,right,,1
duplicate_lower_or_base_reading,N1,いどう,異動,,685,left,03,
duplicate_lower_or_base_reading,N1,おう,負う,,685,left,04,
duplicate_lower_or_base_reading,N1,かんご,看護,,685,right,07,
duplicate_lower_or_base_reading,N1,きんむ,勤務,,686,left,11,
duplicate_lower_or_base_reading,N1,こよう,雇用,,686,left,07,
needs_review,N1,さいよう,採用,,686,right,,1
needs_review,N1,さしず,指図,,686,right,,1
needs_review,N1,さしつかえる,差し支える,,686,right,,1
needs_review,N1,じしょく,辞職,,686,right,,1
duplicate_lower_or_base_reading,N1,しめい,使命,,687,left,24,
duplicate_lower_or_base_reading,N1,しんにゅう,新入,,687,right,35,
duplicate_source_reading,N1,つとまる,勤まる,勝任、能擔任,688,right,02,
needs_review,N1,てわけ,手分け,,688,right,,1
needs_review,N1,てんきん,転勤,,688,right,,1
needs_review,N1,てんにん,転任,,688,right,,1
duplicate_lower_or_base_reading,N1,ともなう,伴う,,689,left,50,
duplicate_lower_or_base_reading,N1,はいふ,配布,,689,right,57,
duplicate_lower_or_base_reading,N1,ふくし,福祉,,690,left,,
needs_review,N1,フロント,front,,690,right,,1
needs_review,N1,ほうし,奉仕,,690,right,,1
duplicate_source_reading,N1,まかす,任す,委託、託付,691,left,72,
duplicate_lower_or_base_reading,N1,ようご,養護,,691,left,75,
duplicate_lower_or_base_reading,N1,じぎょう,事業,,692,right,01,
duplicate_lower_or_base_reading,N1,しんこう,振興,,692,right,04,
duplicate_lower_or_base_reading,N1,そう,僧,,693,left,17,
duplicate_source_reading,N1,ほうさく,方策,方策,693,right,25,
needs_review,N1,しゅにん,主任,,694,right,,1
needs_review,N1,しりぞく,退く,,694,right,,1
needs_review,N1,とうきゅう,等級,,694,right,,1
needs_review,N1,どうとう,同等,,694,right,,1
needs_review,N1,ひく,引く,,694,right,,1
needs_review,N1,ぶか,部下,,694,right,,1
duplicate_lower_or_base_reading,N1,おる,織る,,695,left,03,
duplicate_lower_or_base_reading,N1,ちり,鹿,,696,left,13,
needs_review,N1,ドライクリーニング,dry eaning,,696,right,,1
needs_review,N1,はそん,破損,,696,right,,1
needs_review,N1,ゆすぐ,濯ぐ,,696,right,,1
needs_review,N1,よごれ,汚れ,,696,right,,1
duplicate_lower_or_base_reading,N1,かこう,加工,,697,left,03,
duplicate_lower_or_base_reading,N1,こうぎょう,興業,,697,left,06,
duplicate_lower_or_base_reading,N1,むら,斑,,698,left,16,
needs_review,N1,こうさく,耕作,,698,right,,1
needs_review,N1,さいばい,栽培,,698,right,,1
needs_review,N1,しいく,飼育,,698,right,,1
duplicate_lower_or_base_reading,N1,ゆうき,有機,,699,left,15,
duplicate_lower_or_base_reading,N1,かいしゅう,改修,,699,right,03,
duplicate_lower_or_base_reading,N1,こうぎょう,鉱業,,700,left,00,
bad_game_text,N1,ゼネコン,general contractor | 1 之略,,700,left,10,
needs_review,N1,ちゃっこう,着工,,700,right,,1
needs_review,N1,ていぼう,堤防,,700,right,,1
needs_review,N1,どぼく,土木,,700,right,,1
needs_review,N1,とんや,問屋,,700,right,,1
needs_review,N1,ぼうせき,紡績,,700,right,,1
needs_review,N1,ほきょう,補強,,700,right,,1
duplicate_lower_or_base_reading,N1,いとなむ,営む,,701,left,01,
too_short_zh,N1,えい,営,営,701,left,04,
duplicate_lower_or_base_reading,N1,こうきょう,好況,,701,right,09,
duplicate_lower_or_base_reading,N1,こうたい,後退,,701,right,10,
duplicate_lower_or_base_reading,N1,しじょう,市場,,702,left,12,
duplicate_lower_or_base_reading,N1,せいけい,生計,,702,left,14,
duplicate_lower_or_base_reading,N1,どうこう,動向,,702,left,17,
needs_review,N1,とうにゅう,投入,,702,right,,1
needs_review,N1,はっそく・ほっそく,発足,,702,right,,1
needs_review,N1,バブル,bubble,,702,right,,1
needs_review,N1,はんじょう,繁盛,,702,right,,1
needs_review,N1,ビジネス,business,,702,right,,1
duplicate_lower_or_base_reading,N1,りゅうつう,流通,,703,left,30,
duplicate_lower_or_base_reading,N1,おまけ,お負け,,704,right,03,
duplicate_lower_or_base_reading,N1,こうにゅう,購入,,705,left,07,
duplicate_lower_or_base_reading,N1,そくしん,促進,,705,left,12,
duplicate_lower_or_base_reading,N1,とうし,投資,,705,left,13,
too_short_zh,N1,あたい,値,値,705,right,01,
duplicate_source_reading,N1,たんか,単価,單價,705,right,08,
needs_review,N1,校正f,,,706,left,08,1
needs_review,N1,かくとく,獲得,,706,right,,1
duplicate_lower_or_base_reading,N1,かんげん,還元,,706,right,,
needs_review,N1,きょうじゅ,享受,,706,right,,1
needs_review,N1,ぎょうせき,業績,,706,right,,1
needs_review,N1,きんり,金利,,706,right,,1
duplicate_lower_or_base_reading,N1,けんしょう,懸賞,,707,left,09,
duplicate_lower_or_base_reading,N1,ほしょう,補償,,708,left,22,
needs_review,N1,かくほ,確保,,708,right,,1
needs_review,N1,かせぎ,稼ぎ,,708,right,,1
needs_review,N1,ギャラ,guarantee 之略,,708,right,,1
needs_review,N1,けっさん,決算,,708,right,,1
needs_review,N1,さいさん,採算,,708,right,,1
duplicate_existing_n1_reading,N1,しゅうし,収支,収支,709,left,08,
duplicate_lower_or_base_reading,N1,せいさん,精算,,709,right,02,
needs_review,N1,gu,,,710,left,08,1
needs_review,N1,へんかん,返還,,710,right,,1
needs_review,N1,へんきゃく,返却,,710,right,,1
needs_review,N1,へんさい,返済,,710,right,,1
needs_review,N1,まえがり,前借り,,710,right,,1
needs_review,N1,リレ,利子,,710,right,,1
duplicate_existing_n1_reading,N1,いっかつ,ー括,ー括,711,left,01,
duplicate_source_reading,N1,かけ,掛け,肉帳、帳款、欠賑、重量、円,712,right,02,
duplicate_lower_or_base_reading,N1,かへい,貨幣,,712,right,04,
duplicate_lower_or_base_reading,N1,ききん,基金,,712,right,05,
duplicate_lower_or_base_reading,N1,ほかん,保管,,713,right,09,
duplicate_lower_or_base_reading,N1,よきん,預金,,714,left,24,
needs_review,N1,かくさ,格差,,714,right,,1
needs_review,N1,かんそ,簡素,,714,right,,1
needs_review,N1,きゅうさい,救済,,714,right,,1
needs_review,N1,しっそ,質素,,714,right,,1
needs_review,N1,とぼしい,乏しい,,714,right,,1
needs_review,N1,きき,危機,,716,left,,1
needs_review,N1,しっきやく,失脚,,716,right,,1
needs_review,N1,しほう,司法,,716,right,,1
duplicate_lower_or_base_reading,N1,せいさく,政策,,717,left,14,
duplicate_lower_or_base_reading,N1,ちょうかん,長官,,717,right,08,
duplicate_source_reading,N1,てんか,天下,天底下、全國、世間、宇内、幕府的、將軍,717,right,49,
duplicate_lower_or_base_reading,N1,やとう,野党,,718,right,01,
duplicate_source_reading,N1,ようせい,要請,救助要請,718,right,02,
needs_review,N1,れんぼう,連邦,,718,right,,1
needs_review,N1,がいしょう,外相,,718,right,,1
duplicate_lower_or_base_reading,N1,かんりょう,官僚,,719,left,03,
duplicate_lower_or_base_reading,N1,しんこく,申告,,719,right,44,
duplicate_lower_or_base_reading,N1,にんめい,任命,,720,right,02,
needs_review,N1,いちれん,一連,,720,right,,1
duplicate_lower_or_base_reading,N1,きょうぎ,協議,,721,left,06,
duplicate_lower_or_base_reading,N1,しじ,支持,,721,right,13,
duplicate_lower_or_base_reading,N1,はかる,諸る,,722,left,20,
duplicate_lower_or_base_reading,N1,ばらばら,ばらばら,,722,left,21,
duplicate_existing_n1_reading,N1,ひけつ,否決,否決、政,722,right,02,
duplicate_lower_or_base_reading,N1,たつ,断つ,,723,right,07,
needs_review,N1,かくめい,革命,,724,left,,1
needs_review,N1,こうそう,抗争,,724,right,,1
duplicate_lower_or_base_reading,N1,こうふく,降伏,,724,right,00,
duplicate_lower_or_base_reading,N1,たいせい,態勢,,725,left,21,
duplicate_lower_or_base_reading,N1,はんらん,反乱,,725,right,27,
duplicate_lower_or_base_reading,N1,ぶたい,部隊,,725,right,29,
duplicate_lower_or_base_reading,N1,へいき,兵器,,726,left,33,
duplicate_existing_n1_reading,N1,ほろびる,減びる,滅亡、淪亡、消亡,726,left,35,
duplicate_lower_or_base_reading,N1,いこう,移行,,727,left,03,
duplicate_lower_or_base_reading,N1,おかす,犯す,,727,left,04,
duplicate_lower_or_base_reading,N1,かんこう,慣行,,727,right,08,
duplicate_lower_or_base_reading,N1,かんわ,緩和,,727,right,11,
duplicate_lower_or_base_reading,N1,きせい,規制,,728,left,12,
duplicate_lower_or_base_reading,N1,きはん,規範,,728,left,14,
duplicate_source_reading,N1,きょうせい,強制,呈-他、強制、強迫、和,728,left,16,
needs_review,N1,さだまる,定まる,,728,right,,1
needs_review,N1,さだめる,定める,,728,right,,1
needs_review,N1,しこう・せこう,施行,,728,right,,1
needs_review,N1,しゅけん,主権,,728,right,,1
duplicate_lower_or_base_reading,N1,せい,制,,729,left,28,
duplicate_lower_or_base_reading,N1,せいき,正規,,729,left,29,
duplicate_lower_or_base_reading,N1,じょう,条,,730,left,03,
duplicate_lower_or_base_reading,N1,ほしょう,保障,,730,left,00,
needs_review,N1,あく,悪,,730,right,,1
needs_review,N1,ありさま,有様,,730,right,,1
needs_review,N1,あんさつ,暗殺,,730,right,,1
needs_review,N1,いっそう,ー掃,,730,right,,1
duplicate_lower_or_base_reading,N1,おかす,侵す,,731,left,oe,
duplicate_lower_or_base_reading,N1,きょう,共,,731,left,11,
duplicate_lower_or_base_reading,N1,こうそく,拘束,,731,right,18,
bad_game_text,N1,セクハラ,sexual harassment | 之略,,731,right,18,
duplicate_lower_or_base_reading,N1,そうさ,捜査,,732,left,20,
duplicate_lower_or_base_reading,N1,つながる,繋がる,,732,left,23,
needs_review,N1,てがかり,手掛かり,,732,right,,1
needs_review,N1,てぐち,手口,,732,right,,1
needs_review,N1,てじょう,手錠,,732,right,,1
needs_review,N1,てはい,手配,,732,right,,1
needs_review,N1,どうき,動機,,732,right,,1
needs_review,N1,とうそう,逃走,,732,right,,1
duplicate_lower_or_base_reading,N1,なぐる,殴る,,733,left,31,
duplicate_lower_or_base_reading,N1,いぎ,異議,,734,left,00,
duplicate_lower_or_base_reading,N1,けい,刑,,734,left,04,
needs_review,N1,けんじ,検事,,734,right,,1
needs_review,N1,さつじん,殺人,,734,right,,1
needs_review,N1,さばく,裁く,,734,right,,1
needs_review,N1,しけい,死刑,,734,right,,1
needs_review,N1,しっこう,執行,,734,right,,1
needs_review,N1,しょうこ,証拠,,734,right,,1
needs_review,N1,しょばつ,処前,,734,right,,1
duplicate_lower_or_base_reading,N1,せいさい,制裁,,735,left,12,
duplicate_lower_or_base_reading,N1,はんけつ,判決,,735,left,18,
duplicate_lower_or_base_reading,N1,あくどい,あくどい,,736,left,01,
duplicate_lower_or_base_reading,N1,あせる,焦る,,736,left,02,
duplicate_lower_or_base_reading,N1,いじ,意地,,736,left,05,
duplicate_existing_n1_reading,N1,いっしん,一新,自他、刷新、革新,736,right,03,
needs_review,N1,うけみ,受け身,,736,right,,1
needs_review,N1,うちあける,打ち明ける,,736,right,,1
duplicate_existing_n1_reading,N1,かばう,底う,庇護、祖護、保護,737,right,48,
duplicate_source_reading,N1,かんがい,感居,感居,737,right,19,
needs_review,N1,きょうかん,共感,,738,right,,1
needs_review,N1,きょうしゅう,郷和,,738,right,,1
needs_review,N1,きよらか,清らか,,738,right,,1
needs_review,N1,ここち,心地,,738,right,,1
needs_review,N1,こころえ,心得,,738,right,,1
needs_review,N1,こころがける,心掛ける,,738,right,,1
duplicate_lower_or_base_reading,N1,さわる,障る,,739,left,43,
duplicate_lower_or_base_reading,N1,じぜん,慈善,,739,right,45,
duplicate_lower_or_base_reading,N1,じょう,情,,740,left,50,
duplicate_existing_n1_reading,N1,すがすがしい,清清しい,清爽、心情舒暢、爽快、則,740,left,54,
needs_review,N1,そう,添う,,740,right,,1
needs_review,N1,そうかい,爽快,,740,right,,1
needs_review,N1,たんちょう,単調,,740,right,,1
needs_review,N1,ちょっかん,直感,,740,right,,1
bad_reading_chars,N1,上大名,尖色,,741,right,73,
duplicate_lower_or_base_reading,N1,はんのう,反応,,743,left,91,
duplicate_lower_or_base_reading,N1,ふたん,負担,,743,right,98,
duplicate_lower_or_base_reading,N1,ほんき,本気,,744,left,05,
duplicate_lower_or_base_reading,N1,まめ,まめ,,744,right,10,
duplicate_lower_or_base_reading,N1,みだれる,乱れる,,745,left,13,
duplicate_lower_or_base_reading,N1,ゆうかん,勇敢,,745,right,22,
duplicate_existing_n1_reading,N1,ゆさぶる,掘さぶる,掘さぶる,745,right,24,
duplicate_lower_or_base_reading,N1,りせい,理性,,746,left,28,
duplicate_lower_or_base_reading,N1,りょうしん,良心,,746,left,29,
needs_review,N1,あきらめ,諦め,,746,right,,1
needs_review,N1,あとまわし,後回し,,746,right,,1
needs_review,N1,いこう,意向,,746,right,,1
needs_review,N1,いし,意思,,746,right,,1
needs_review,N1,いどむ,挑む,,746,right,,1
duplicate_lower_or_base_reading,N1,いと,意図,,747,left,07,
duplicate_lower_or_base_reading,N1,おかす,冒す,,747,left,11,
duplicate_lower_or_base_reading,N1,かなえる,叶える,,747,right,16,
duplicate_lower_or_base_reading,N1,けっこう,決行,,748,left,21,
duplicate_lower_or_base_reading,N1,こうじょう,向上,,748,left,22,
duplicate_lower_or_base_reading,N1,こうちょう,好調,,748,left,23,
needs_review,N1,しいて,強いて,,748,right,,1
needs_review,N1,じっせん,実践,,748,right,,1
bad_reading_chars,N1,すんなり(と),すんなり(と),,749,left,34,
duplicate_source_reading,N1,たえる,耐える,自信、忍耐、忍受、容忍、擔負、禁得住、值得、不、堪,749,left,37,
duplicate_lower_or_base_reading,N1,ちょうせん,挑戦,,749,right,41,
duplicate_lower_or_base_reading,N1,はかい,破壊,,750,right,05,
duplicate_lower_or_base_reading,N1,はげます,励ます,,750,right,06,
duplicate_lower_or_base_reading,N1,みこみ,見込み,,751,right,64,
bad_reading_chars,N1,いや(に,嫌(に),,752,left,05,
needs_review,N1,きにくわない,気に食わない,,752,right,,1
needs_review,N1,くわずぎらい,食わず嫌い,,752,right,,1
needs_review,N1,けいべつ,軽蔵,,752,right,,1
needs_review,N1,けがす,汚す,,752,right,,1
duplicate_lower_or_base_reading,N1,こうい,好意,,753,left,16,
duplicate_lower_or_base_reading,N1,こうひょう,好評,,753,left,17,
duplicate_lower_or_base_reading,N1,じょ,恕,,753,right,21,
duplicate_existing_n1_reading,N1,ねたむ,始む,忌妒吃醋、妒恨,754,left,26,
duplicate_existing_n1_reading,N1,はまる,はまる,吻合、芍入、剛好合適、中計、掉、陷入、俗、沉迷,754,left,27,
duplicate_lower_or_base_reading,N1,れんあい,恋愛,,754,right,05,
duplicate_lower_or_base_reading,N1,きょうじる,興じる,,754,right,02,
duplicate_lower_or_base_reading,N1,じゅうじつ,充実,,755,left,06,
duplicate_lower_or_base_reading,N1,ふく,福,,755,left,09,
duplicate_lower_or_base_reading,N1,なん,難,,757,right,27,
duplicate_existing_n1_reading,N1,むなしい,空しい・虚しい,沒有內容、空的、空洞的、付出努、力卻無成果、徒然的、無效的、名詞形,757,right,30,
bad_reading_chars,N1,繼客世<,莢<,,758,left,00,
duplicate_lower_or_base_reading,N1,いかり,怒り,,758,left,02,
duplicate_lower_or_base_reading,N1,おびえる,怯える,,758,right,09,
duplicate_lower_or_base_reading,N1,キレる,キレる,,759,left,13,
needs_review,N1,各<L-3,音生,,759,left,17,1
duplicate_lower_or_base_reading,N1,どうよう,動揺,,759,left,18,
duplicate_existing_n1_reading,N1,とぼける,惚ける・層ける,惚ける・層ける,759,right,19,
duplicate_lower_or_base_reading,N1,はんばつ,反発,,760,left,26,
needs_review,N1,へいこう,閉口,,760,right,,1
needs_review,N1,人客允才,操易,,760,right,,1
needs_review,N1,めざましい,目覚ましい,,760,right,,1
needs_review,N1,よくあつ,抑圧,,760,right,,1
needs_review,N1,わずらわしい,炉わしい,,760,right,,1
duplicate_lower_or_base_reading,N1,こうかい,後悔,,761,left,06,
duplicate_source_reading,N1,サンキュー,thank you,囲出、琴寄出威謝卡,761,right,07,
needs_review,N1,誠狂3,辛3CC,,764,left,04,1
duplicate_lower_or_base_reading,N1,きょくたん,極端,,764,left,14,
needs_review,N1,こうそう,構想,,764,right,,1
needs_review,N1,寢又名,河又色,,764,right,,1
needs_review,N1,さく,策,,764,right,,1
duplicate_source_reading,N1,しこう,思考,凶幼、方案、計畫等、設想、作品、章等、構思,764,right,,
needs_review,N1,じゅうなん,和柔軟,,764,right,,1
duplicate_lower_or_base_reading,N1,ねる,練る,,765,left,28,
duplicate_lower_or_base_reading,N1,あえて,敢えて,,766,left,01,
duplicate_source_reading,N1,かくしん,確信,確信,766,right,02,
duplicate_lower_or_base_reading,N1,かくりつ,確立,,767,left,14,
duplicate_source_reading,N1,きょくげん,極限,極限,767,left,17,
duplicate_lower_or_base_reading,N1,きわめて,極めて,,767,right,21,
duplicate_lower_or_base_reading,N1,くつがえす,和覆す,,767,right,22,
needs_review,N1,とりあえず,取りあえず,,770,right,,1
needs_review,N1,とりまぜる,取り混ぜる,,770,right,,1
duplicate_lower_or_base_reading,N1,ほうき,放径,,772,left,75,
needs_review,N1,みなす,見なす,,772,right,,1
needs_review,N1,みはからう,見計らう,,772,right,,1
needs_review,N1,むだん,無断,,772,right,,1
needs_review,N1,むやみ(に,無閣 (に),,772,right,,1
needs_review,N1,むよう,無用,,772,right,,1
needs_review,N1,もくろむ,目論む,,772,right,,1
duplicate_lower_or_base_reading,N1,もっぱら,専ら,,773,left,87,
bad_reading_chars,N1,ゆえ(に,故(に),,773,left,88,
duplicate_source_reading,N1,がいとう,該当,客軸优、相當、適合、符合、某規定、條、件等,774,left,03,
bad_reading_chars,N1,カテゴリ(ー,(徳) Kategorie,,774,left,07,
needs_review,N1,けいせき,形跡,,774,right,,1
needs_review,N1,けいたい,形態,,774,right,,1
needs_review,N1,けい,系,,774,right,,1
needs_review,N1,けん,件,,774,right,,1
needs_review,N1,こころみる,試みる,,774,right,,1
needs_review,N1,こころみ,試み,,774,right,,1
duplicate_lower_or_base_reading,N1,さいしゅう,採集,,775,left,16,
duplicate_lower_or_base_reading,N1,さい,差異,,775,left,17,
duplicate_lower_or_base_reading,N1,ちょう,調,,775,right,02,
duplicate_lower_or_base_reading,N1,せいぜん,整然,,775,right,25,
duplicate_lower_or_base_reading,N1,だいたい,大体,,776,left,28,
duplicate_existing_n1_reading,N1,つじつま,辻禄,邏輯、條理、道理、前後、首尾,776,right,03,
duplicate_lower_or_base_reading,N1,てきおう,適応,,776,right,04,
duplicate_lower_or_base_reading,N1,ととのえる,整える・ 調える,,776,right,07,
duplicate_lower_or_base_reading,N1,とりくむ,取り組む,,776,right,08,
duplicate_lower_or_base_reading,N1,いちじるしい,著しい,,778,right,05,
bad_game_text,N1,おもんじる・おもんずる,重 | んじる・重んずる,,779,right,06,
duplicate_source_reading,N1,こつ,こつ,訣竅、技巧、要訣,780,right,30,
duplicate_lower_or_base_reading,N1,ことに,殊に,,780,right,01,
duplicate_lower_or_base_reading,N1,しんり,真理,,783,right,02,
duplicate_lower_or_base_reading,N1,せいかい,正解,,783,right,04,
duplicate_lower_or_base_reading,N1,せいか,成果,,783,right,05,
duplicate_lower_or_base_reading,N1,せいとう,正当,,784,left,59,
duplicate_lower_or_base_reading,N1,センス,sense,,784,left,61,
duplicate_lower_or_base_reading,N1,ぜんてい,前提,,784,left,62,
duplicate_lower_or_base_reading,N1,なみ,並・並み,,785,left,74,
needs_review,N1,ひかん,悲観,,785,right,,1
needs_review,N1,ひずみ,歪み,,785,right,,1
duplicate_lower_or_base_reading,N1,ふまえる,踏まえる,,786,left,86,
needs_review,N1,みおとす,見落とす,,787,left,,1
duplicate_lower_or_base_reading,N1,みち,未知,,787,left,98,
duplicate_existing_n1_reading,N1,ゆがむ,和歪む,歪斜、歪抽、性格等、乗健、拓曲,787,right,03,
duplicate_source_reading,N1,ようしき,様式,様式、方式、一定的形式、格式、詩、築等、風格,787,right,04,
duplicate_lower_or_base_reading,N1,りくつ,理屈,,788,left,09,
duplicate_lower_or_base_reading,N1,りろん,理論,,788,left,12,
duplicate_lower_or_base_reading,N1,ろんり,論理,,788,right,43,
needs_review,N1,あてじ,当て字,,788,right,,1
duplicate_lower_or_base_reading,N1,かく,画,,788,right,08,
duplicate_source_reading,N1,かんよう,慣用,慣用、慣例,789,left,oe,
duplicate_lower_or_base_reading,N1,じたい,字体,,789,left,01,
duplicate_lower_or_base_reading,N1,しゅうしょく,修飾,,789,right,03,
duplicate_source_reading,N1,じょし,助詞,語法、助詞,789,right,04,
duplicate_lower_or_base_reading,N1,せいめい,姓名,,789,right,07,
duplicate_lower_or_base_reading,N1,ならす,慣らす,,791,left,32,
needs_review,N1,よびすて,呼び捨て,,791,right,,1
duplicate_lower_or_base_reading,N1,えんかつ,円滑,,792,right,09,
duplicate_lower_or_base_reading,N1,かいだん,会談,,793,left,15,
duplicate_source_reading,N1,きかく,企画,他功、規劃、計畫,793,right,09,
needs_review,N1,きゃくしょく,脚色,,793,right,,1
needs_review,N1,きょうめい,共鳴,,793,right,,1
duplicate_existing_n1_reading,N1,けなす,肥す,譏笑'、貶低、排斥,794,left,25,
duplicate_lower_or_base_reading,N1,こうぎ,抗議,,794,left,27,
duplicate_lower_or_base_reading,N1,こうとう,口頭,,794,left,28,
duplicate_lower_or_base_reading,N1,ございます,ございます,,794,left,30,
duplicate_lower_or_base_reading,N1,しょうさい,詳細,,795,right,03,
duplicate_lower_or_base_reading,N1,すいしん,推進,,795,right,08,
duplicate_lower_or_base_reading,N1,せいめい,声明,,796,left,52,
duplicate_lower_or_base_reading,N1,せっとく,説得,,796,left,54,
needs_review,N1,ちゅうこく,忠千,,797,left,,1
needs_review,N1,でんたつ,伝達,,797,right,,1
needs_review,N1,とうろん,討論,,797,right,,1
duplicate_lower_or_base_reading,N1,とう,問う,,798,left,73,
duplicate_lower_or_base_reading,N1,とく,説く,,798,left,74,
duplicate_existing_n1_reading,N1,なにとぞ,何とぞ,側'、文、請、設法、想辦法,798,right,09,
duplicate_lower_or_base_reading,N1,ひなん,非難,,799,right,01,
duplicate_existing_n1_reading,N1,へりくだる,へりくだる,謙虚、謙紙、謙卑,800,left,00,
duplicate_lower_or_base_reading,N1,うつし,写し,,802,left,01,
duplicate_lower_or_base_reading,N1,おうぼ,応募,,802,right,,
duplicate_lower_or_base_reading,N1,きかん,季刊,,802,right,,
duplicate_lower_or_base_reading,N1,でんき,伝記,,804,left,26,
duplicate_lower_or_base_reading,N1,とじる,綴じる,,804,left,27,
duplicate_lower_or_base_reading,N1,ねんかん,年鑑,,804,left,28,
duplicate_lower_or_base_reading,N1,はいけい,拝啓,,804,right,29,
manual_skip_reading,N1,素寢約,檀約,,805,left,35,
